Name; RA_J2000_deg; De_J2000_deg; Type; Rad_deg; Dst_pc; E_B-V; Log_t; pmRA_mas; pmDe_mas; Reference; Aliases_and_associated_objects
Teutsch_181; 238.688333333; -54.3894444444; OC; 0.0958333333; 2270; ; 8.04; -3.28; -3.53; Alessi GEDR3; Teutsch_246
Teutsch_215; 116.375000000; -20.8305555556; OC; 0.0166666667; 2198; ; 9.40; -1.81; 1.95; Borissova 2020; Teutsch_179
Teutsch_272; 280.170833333; -5.6650000000; OC; 0.0083333333; 3810; ; ; -0.41; -2.93; Alessi GEDR3; 
Teutsch_330; 338.912500000; +56.2027777778; OC; 0.0133333333; 3950; ; ; -3.53; -2.78; Alessi GEDR3; 
Teutsch_38; 131.522916667; -38.0250000000; OC; 0.6150000000; 666; 0.02; 7.64; -8.64; 3.67; Cantat-Gaudin 2020b; ASCC_49, FoF_392, Theia_58, UPK_511
Teutsch_46; 13.4791666670; +64.4633333333; OC; 0.0183333333; 3760; ; ; -1.49; 0.12; Alessi GEDR3; 
Teutsch_62; 117.950000000; -30.6300000000; OC; 0.0166666667; 4900; ; ; -1.60; 2.15; Alessi GDR2; 
Teutsch_63; 122.537500000; -39.3763888889; OC; 0.0200000000; 3700; ; ; -1.95; 3.34; Alessi GDR2; 
Teutsch_65; 132.633333333; -46.4963888889; OC; 0.0175000000; 5150; ; ; -3.07; 3.66; Alessi GEDR3; 
Teutsch_67; 143.450000000; -57.0994444444; OC; 0.0083333333; 5910; ; ; -2.42; 1.87; Alessi GEDR3; 
Teutsch_69; 151.387500000; -61.0405555556; OC; 0.0125000000; 8000; ; ; -3.57; 2.37; Alessi GEDR3; 
Teutsch_71; 172.629166667; -60.2316666667; OC; 0.0266666667; 5560; ; ; -6.43; 1.57; Alessi GEDR3; 
Teutsch_75; 333.966666667; +61.6916666667; OC; 0.0208333333; 6880; ; ; -1.52; -0.69; Alessi GEDR3; 
Teutsch_78; 179.590000000; -61.8725000000; OC; 0.0283333333; 4400; ; ; -6.34; 1.09; Alessi GEDR3; FoF_1583, Mercer_27
Teutsch_79; 200.912500000; -63.6694444444; OC; 0.0250000000; 5700; ; 8.78; -6.38; -1.07; Alessi GEDR3; 
Teutsch_83; 250.145833333; -45.4644444444; OC; 0.0191666667; 4350; ; ; -2.89; -4.11; Alessi GEDR3; 
Teutsch_86; 258.937500000; -38.7255555556; OC; 0.0108333333; 3680; ; ; -1.36; -3.24; Alessi GEDR3; 
Teutsch_9; 92.2291666670; +26.2663888889; OC; 0.0416666667; 4450; ; 8.45; 0.22; -0.60; Alessi GEDR3; FSR_856, Koposov_36, Koposov_53
Teutsch_93; 102.716666667; +1.5244444444; OC; 0.0266666667; 4920; ; ; -0.45; 0.15; Alessi GEDR3; 
Teutsch_95; 111.662500000; -31.6225000000; OC; 0.0291666667; 5300; ; ; -0.78; 1.80; Alessi GEDR3; 
Theia_1179; 126.350000000; -42.7500000000; OC; 0.3916666667; 856; ; 8.99; -0.92; 1.52; Alessi GEDR3; 
Theia_1251; 125.000000000; -56.0000000000; OC; 0.9083333333; 1000; ; 9.09; -1.20; 1.50; Alessi GEDR3; 
Theia_155; 283.500000000; -18.0000000000; OC; 0.7500000000; 1019; ; 7.74; 0.11; -3.90; Alessi GEDR3; 
Theia_1706; 265.554166667; -33.5000000000; OC; 0.2333333333; 1491; ; 7.12; 1.32; 0.44; Alessi GEDR3; 
Theia_1712; 278.420000000; -4.5500000000; OC; 0.2000000000; 1253; ; 7.17; 0.51; -2.28; Alessi GEDR3; 
Theia_1727; 260.800000000; -44.3833333333; OC; 0.1250000000; 1091; ; 7.23; 2.08; -3.29; Alessi GEDR3; 
Theia_1753; 280.900000000; -14.4250000000; OC; 0.1000000000; 1546; ; 7.33; 0.80; -0.75; Alessi GEDR3; 
Theia_180; 308.500000000; +6.8000000000; OC; 0.8333333333; 595; ; 7.83; 2.99; 1.04; Alessi GEDR3; 
Theia_1806; 85.4900000000; +27.5000000000; OC; 0.2500000000; 1264; ; ; -0.20; -4.35; Alessi GDR2; UBC_69
Theia_1858; 135.700000000; -46.7000000000; OC; 0.4500000000; 1107; ; 7.54; -6.09; 4.01; Alessi GEDR3; 
Theia_1890; 127.600000000; -41.9000000000; OC; 0.4333333333; 1187; ; 7.57; -5.41; 5.02; Alessi GEDR3; 
Theia_1905; 280.750000000; -10.0000000000; OC; 0.1250000000; 2008; ; 7.59; 0.51; -0.85; Alessi GEDR3; 
Theia_1934; 196.350000000; -56.9000000000; OC; 0.1416666667; 1110; ; 7.63; -6.26; -0.87; Alessi GEDR3; 
Theia_1968; 278.350000000; -14.3000000000; OC; 0.1500000000; 1683; ; 7.68; 0.12; 0.96; Alessi GEDR3; 
Theia_1976; 278.325833333; -13.0500000000; OC; 0.1000000000; 2340; ; 7.68; -0.90; -0.25; Alessi GEDR3; 
Theia_198; 213.610000000; -64.1983333333; OC; 0.1166666667; 892; ; 7.85; -4.48; -4.35; selected non-Gaia; 
Theia_1987; 249.650000000; -45.7166666667; OC; 0.2000000000; 1859; ; 7.69; 1.03; -0.55; Alessi GEDR3; 
Theia_2042; 48.7500000000; +52.0000000000; OC; 0.4750000000; 1522; ; 7.74; -0.19; -1.08; Alessi GEDR3; 
Theia_2053; 267.550000000; -28.5000000000; OC; 0.4750000000; 1440; ; 7.75; -1.46; -4.68; Alessi GEDR3; 
Theia_2060; 270.100000000; -13.4000000000; OC; 0.5000000000; 1003; ; 7.76; 1.48; -0.73; Alessi GEDR3; 
Theia_2062; 243.500000000; -51.2000000000; OC; 0.2583333333; 1170; ; 7.76; 0.17; -2.20; Alessi GEDR3; 
Theia_2063; 107.530000000; -15.6900000000; OC; 0.1500000000; 1228; ; ; -3.24; 1.61; Alessi GEDR3; 
Theia_2115; 239.450000000; -53.0500000000; OC; 0.1500000000; 1323; ; 7.80; -3.27; -3.20; Alessi GEDR3; 
Theia_2126; 338.750000000; +69.1750000000; OC; 0.1166666667; 916; ; 7.81; -1.38; -2.18; Alessi GEDR3; 
Theia_2133; 98.5000000000; +12.0000000000; OC; 0.7500000000; 1870; ; 7.81; -0.33; -0.96; Alessi GEDR3; 
Theia_222; 286.400000000; -16.1250000000; OC; 0.9416666667; 248; ; 7.98; 0.73; -11.19; Alessi GEDR3; 
Theia_2249; 94.4000000000; +14.6666666667; OC; 0.3000000000; 2083; 0.58; 7.89; -0.20; -1.28; Alessi GEDR3; 
Theia_2263; 263.800000000; -43.0500000000; OC; 0.2500000000; 1050; ; 7.90; -0.80; -1.73; Alessi GEDR3; 
Theia_2272; 185.500000000; -65.3000000000; OC; 0.5000000000; 2247; ; 7.91; -5.28; -0.46; Alessi GEDR3; 
Theia_2285; 245.400000000; -54.0000000000; OC; 0.2250000000; 1242; ; 7.92; -2.83; -2.94; Alessi GEDR3; 
Theia_2341; 255.620000000; -42.9000000000; OC; 0.3000000000; 1035; ; 7.95; 0.49; -2.43; Alessi GEDR3; 
Theia_2373; 51.1500000000; +54.8666666667; OC; 0.2000000000; 2140; ; 7.97; 0.39; -1.10; Alessi GEDR3; 
Theia_2421; 298.100000000; +24.9500000000; OC; 0.3750000000; 1477; ; 7.99; -0.29; -1.77; Alessi EDR3; 
Theia_2450; 202.700000000; -57.2000000000; OC; 0.2916666667; 1110; ; 8.00; -5.66; -1.39; Alessi GEDR3; 
Theia_2453; 277.250000000; -12.7000000000; OC; 0.1500000000; 2020; ; 8.00; 0.63; -1.67; Alessi GEDR3; 
Theia_2454; 299.612500000; +33.1383333333; OC; 0.0500000000; 1223; ; 8.00; -0.76; -2.03; Alessi GEDR3; TC_1958+3308
Theia_269; 314.250000000; +16.7500000000; OC; 0.8333333333; 822; ; 7.92; 1.99; 2.07; Alessi GEDR3; 
Theia_2695; 302.500000000; +30.6000000000; OC; 0.4000000000; 1254; ; 8.11; -0.24; -3.12; Alessi GEDR3; 
Theia_2714; 120.700000000; -28.7833333333; OC; 0.5000000000; 1410; ; 8.11; -2.90; 3.15; Alessi GEDR3; 
Theia_2773; 271.250000000; -26.0500000000; OC; 0.3333333333; 1440; ; 8.13; 1.44; 0.44; Alessi GEDR3; 
Theia_2795; 155.000000000; -60.6250000000; OC; 0.5000000000; 2370; ; ; -5.47; 2.82; Alessi GEDR3; 
Theia_2853; 272.587500000; -25.0500000000; OC; 0.2333333333; 1095; ; 8.17; 1.50; 0.50; Alessi GEDR3; 
Theia_2905; 202.300000000; -64.2500000000; OC; 0.2416666667; 1905; ; 8.18; -4.67; -2.64; Alessi GEDR3; 
Theia_2937; 312.400000000; +46.6000000000; OC; 0.6000000000; 1164; ; 8.19; -3.26; -6.35; Alessi GEDR3; 
Theia_2938; 50.9000000000; +44.8000000000; OC; 0.2250000000; 1095; ; 8.19; -0.54; -3.11; Alessi GEDR3; 
Theia_2991; 93.7000000000; +2.7000000000; OC; 0.4583333333; 1366; 0.58; 8.21; 0.45; -2.29; Alessi GEDR3; 
Theia_3005; 243.300000000; -54.4000000000; OC; 0.3916666667; 1918; ; 8.21; -1.89; -3.90; Alessi GEDR3; 
Theia_3039; 133.900000000; -25.7000000000; OC; 0.4500000000; 940; ; 8.22; -6.46; 2.71; Alessi GEDR3; 
Theia_3099; 110.400000000; -24.8500000000; OC; 0.4750000000; 1259; ; ; -0.40; 2.25; Alessi GEDR3; 
Theia_314; 314.500000000; +16.7500000000; OC; 1.0000000000; 363; ; 8.04; 5.32; -4.65; Alessi GEDR3; 
Theia_3185; 308.400000000; +43.7000000000; OC; 0.1250000000; 1096; ; 8.27; 0.28; -1.62; Alessi GEDR3; 
Theia_322; 12.0000000000; +50.2000000000; OC; 0.7500000000; 452; ; 8.08; 7.35; -3.08; Alessi GEDR3; 
Theia_3424; 337.700000000; +56.1500000000; OC; 0.2416666667; 1330; ; 8.33; -2.20; -1.74; Alessi GEDR3; 
Theia_3428; 90.3250000000; +4.5500000000; OC; 0.1500000000; 1309; 0.68; 8.33; 0.48; -2.07; Alessi GEDR3; 
Theia_3454; 192.700000000; -65.2600000000; OC; 0.3333333333; 2170; ; 8.34; -4.53; -0.87; Alessi GEDR3; 
Theia_3472; 41.8000000000; +57.2500000000; OC; 0.2666666667; 1038; ; 8.35; 2.78; -1.23; Alessi GEDR3; 
Theia_3480; 95.5000000000; +19.0000000000; OC; 0.7500000000; 1850; ; 8.35; -0.70; 0.29; Alessi GEDR3; 
Theia_3525; 190.200000000; -57.4500000000; MG; 0.5000000000; 1410; ; 8.36; -7.24; -1.74; Alessi GEDR3; 
Theia_3591; 355.800000000; +66.9000000000; OC; 0.2166666667; 968; ; 8.38; -2.34; 0.09; Alessi GEDR3; 
Theia_3721; 292.500000000; +23.2000000000; OC; 0.3000000000; 1365; ; 8.41; -1.93; -3.14; Alessi EDR3; 
Theia_3739; 15.8541666670; +61.8000000000; OC; 0.1916666667; 2540; ; 8.42; -1.48; -1.06; Alessi GEDR3; 
Theia_3747; 96.9500000000; +36.0500000000; OC; 0.1583333333; 1154; ; 8.42; -0.37; -3.62; Alessi GEDR3; 
Theia_383; 113.200000000; +0.4000000000; MG; 0.9250000000; 459; ; 8.13; -1.76; -0.34; Alessi GEDR3; 
Theia_3998; 96.3000000000; -1.3500000000; OC; 0.3500000000; 1810; ; 8.49; -0.70; 1.93; Alessi GEDR3; 
Theia_4208; 280.450000000; -19.6666666667; OC; 0.2500000000; 1487; ; 8.53; 1.65; 1.00; Alessi GEDR3; 
Theia_4228; 17.9000000000; +66.1000000000; OC; 0.5000000000; 1012; ; 8.54; -0.22; 0.77; Alessi GEDR3; 
Theia_4264; 311.600000000; +35.8000000000; OC; 0.3916666667; 2180; ; 8.54; -2.91; -4.19; Alessi GEDR3; 
Theia_431; 276.300000000; -21.3000000000; OC; 1.2083333333; 151; ; 8.28; 7.12; -28.63; Alessi GEDR3; 
Theia_4509; 305.900000000; +31.0500000000; OC; 0.2500000000; 2080; ; 8.60; -1.68; -4.42; Alessi GEDR3; 
Theia_4556; 306.650000000; +49.1000000000; OC; 0.1000000000; 1625; ; 8.62; 0.17; -3.88; Alessi GEDR3; 
Theia_4613; 48.2300000000; +63.5000000000; OC; 0.1000000000; 2810; ; 8.63; 0.24; 0.42; Alessi GEDR3; 
Theia_4793; 349.200000000; +64.7000000000; OC; 0.3583333333; 978; ; 8.67; 0.62; -0.45; Alessi GEDR3; 
Theia_484; 122.700000000; -27.0000000000; OC; 0.3000000000; 990; ; 8.21; -2.87; 1.02; Alessi GEDR3; 
Theia_4974; 296.700000000; +23.0400000000; OC; 0.1416666667; 1515; ; 8.71; -0.28; -0.62; Alessi EDR3; 
Theia_5019; 306.000000000; +31.0500000000; OC; 0.1416666667; 1750; ; 8.72; -2.16; -5.17; Alessi GEDR3; 
Theia_5095; 124.800000000; -45.9500000000; OC; 0.4083333333; 1522; ; 8.73; -4.18; 4.71; Alessi GEDR3; 
Theia_5205; 282.000000000; -6.2000000000; OC; 0.2000000000; 1448; ; 8.75; -1.83; 1.72; Alessi GEDR3; 
Theia_5210; 117.700000000; -35.2000000000; OC; 0.4916666667; 1363; ; 8.75; -0.73; -0.07; Alessi GEDR3; 
Theia_5356; 330.750000000; +64.3000000000; OC; 0.7916666667; 1040; ; 8.78; -0.92; 0.69; Alessi GEDR3; 
Theia_551; 273.000000000; -41.5000000000; OC; 1.0000000000; 647; ; 8.32; 0.33; -4.69; Alessi GEDR3; 
Theia_5644; 83.6300000000; +39.0166666667; OC; 0.1500000000; 2030; ; 8.84; 1.08; -2.18; Alessi GEDR3; FSR_763
Theia_5732; 31.5000000000; +56.8000000000; OC; 0.4000000000; 2250; ; 8.86; -1.16; -1.30; Alessi GEDR3; 
Theia_590; 278.200000000; -13.0000000000; OC; 0.5000000000; 1023; ; 8.34; 0.62; -3.80; Alessi GEDR3; 
Theia_6035; 333.254166667; +53.9833333333; OC; 0.3416666667; 1061; ; ; -1.77; -2.37; Alessi GEDR3; 
Theia_6599; 21.0000000000; +65.4000000000; OC; 0.4583333333; 1198; ; 9.05; 3.54; -1.17; Alessi GEDR3; 
Theia_69; 102.250000000; -15.2000000000; OC; 1.6916666667; 168; ; 7.50; 0.05; -5.65; Alessi GEDR3; 
Theia_702; 41.2000000000; +56.6000000000; OC; 0.4416666667; 695; ; 8.51; -1.00; -5.31; Alessi GEDR3; 
Theia_7580; 319.800000000; +56.9500000000; OC; 0.2000000000; 1374; ; 9.28; 3.55; 0.18; Alessi GEDR3; 
Theia_766; 272.900000000; -37.8000000000; OC; 0.3000000000; 710; ; 8.50; 0.24; -5.55; Alessi GEDR3; 
Theia_776; 338.400000000; +49.1000000000; OC; 1.0000000000; 834; ; 8.52; -3.25; -3.92; Alessi GEDR3; 
Theia_8; 315.700000000; +77.0000000000; YA; 0.4416666667; 367; ; 6.50; 5.27; 3.90; Alessi GEDR3; 
Theia_817; 275.250000000; +24.2500000000; MG; 1.6083333333; 369; ; ; -1.85; 1.20; Alessi GEDR3; 
Theia_844; 310.600000000; +42.1500000000; MG; 1.0000000000; 647; ; 8.64; 1.45; -8.69; Alessi GEDR3; 
Turner_Sct_OB; 280.885416667; -4.2144444444; OB; 0.7166666667; 2500; ; ; -0.71; -2.42; Alessi GEDR3; Dolidze_32, FoF_1654, FoF_1670, FoF_2168, FoF_2169, FoF_456, UBC_353
UCL-2; 216.120000000; -46.3900000000; OC; 0.7816666667; 168; ; ; -20.29; -16.97; Alessi GEDR3; OPD_33, UPK_606
UCL-3; 231.450000000; -36.0500000000; OB; 0.5833333333; 141; ; ; -19.60; -23.82; Alessi GEDR3; OPD_18, in_OPD_18
UCL-4; 229.759166667; -37.7430555556; OB; 1.3333333333; 141; ; ; -19.37; -23.34; Alessi GEDR3; OPD_18, in_OPD_18
UFMG_11; 243.495000000; -52.9633333333; OC; 0.1516666667; 3333; ; 8.40; -2.08; -2.05; Ferreira 2020; Theia_3892
UFMG_16; 245.084166667; -44.8622222222; OC; 0.1966666667; 1357; 0.53; 7.92; 0.49; -2.35; Dias 2021; Theia_1907
UFMG_22; 263.199166667; -37.6441666667; OC; 0.1800000000; 2747; 1.04; 7.08; -0.40; -2.60; Dias 2021; 
UFMG_24; 258.010416667; -35.9366666667; OC; 0.0875000000; 1475; 0.59; 8.01; 2.07; -1.09; Dias 2021; Theia_1937
UFMG_30; 257.783333333; -48.7472222222; OC; 0.3208333333; 1225; 0.46; 8.11; -0.43; -0.82; Dias 2021; 
UFMG_34; 233.855416667; -57.6647222222; OC; 0.0658333333; 2625; 1.03; 8.93; -3.59; -5.73; Dias 2021; 
UFMG_37; 230.150000000; -57.7391666667; OC; 0.0925000000; 1389; ; 8.85; -5.47; -5.31; Ferreira 2020; 
UFMG_38; 241.495000000; -52.6827777778; OC; 0.1333333333; 3937; 1.29; 8.39; -1.64; -2.60; Dias 2021; 
UFMG_39; 218.995416667; -57.8652777778; OC; 0.1516666667; 1603; 0.56; 8.37; -3.42; -1.63; Dias 2021; Theia_3926
UFMG_4; 272.992916667; -22.9811111111; OC; 0.2241666667; 1672; ; 8.60; 0.38; 0.78; arXiv:2006.05611v1; FoF_867, Theia_1779
UFMG_41; 235.134583333; -55.7497222222; OC; 0.0708333333; 1976; 1.01; 7.86; -1.02; -1.90; Dias 2021; 
UFMG_42; 236.035833333; -55.2563888889; OC; 0.1200000000; 3125; ; 7.95; -6.29; -4.24; Ferreira 2020; 
UFMG_43; 235.718333333; -55.4208333333; OC; 0.1991666667; 2387; ; 8.50; -3.83; -3.91; Ferreira 2020; 
UFMG_44; 235.662083333; -55.4616666667; OC; 0.1841666667; 1776; 1.02; 8.43; -3.72; -5.36; Dias 2021; 
UFMG_45; 239.701250000; -55.7952777778; OC; 0.0983333333; 3155; 0.62; 7.63; -2.55; -2.91; Dias 2021; 
UFMG_46; 274.549583333; -25.0702777778; OC; 0.1133333333; 2857; ; 8.90; -1.72; 0.53; Ferreira 2020; 
UFMG_47; 253.021666667; -47.3952777778; OC; 0.0450000000; 3067; 1.05; 8.67; -0.04; -2.08; Dias 2021; 
UFMG_48; 212.434583333; -59.3411111111; OC; 0.1250000000; 3077; 0.84; 8.42; -4.31; -1.86; Dias 2021; 
UFMG_53; 195.425000000; -64.0338888889; OC; 0.0658333333; 2976; 1.00; 7.14; -8.72; -0.92; Dias 2021; 
UFMG_54; 210.694166667; -61.9536111111; OC; 0.1200000000; 3650; ; 7.60; -7.63; -2.07; Ferreira 2020; OGLE-GD-CEP-964
UFMG_55; 197.092083333; -61.2172222222; OC; 0.1200000000; 3559; 0.83; 6.93; -4.62; -0.93; Dias 2021; 
UFMG_58; 124.879166667; -38.2722222222; OC; 0.0508333333; 5556; 0.90; 8.56; -2.92; 3.34; Dias 2021; Prestgard_O
UFMG_59; 126.496666667; -38.3391666667; OC; 0.1583333333; 1370; 0.41; 7.70; -6.21; 3.85; Dias 2021; 
UFMG_60; 214.640416667; -62.6583333333; OC; 0.0766666667; 2342; 0.64; 8.42; -3.85; -2.52; Dias 2021; 
UFMG_61; 185.494166667; -63.6091666667; OC; 0.0941666667; 2532; ; 7.85; -4.21; -0.25; Ferreira 2020; 
UFMG_63; 263.400000000; -25.0100000000; OC; 0.1816666667; 1242; 1.40; 7.80; 1.23; -0.28; Ferreira 2021; 
UFMG_64; 267.055000000; -22.1861111111; OC; 0.2266666667; 1590; 0.65; 8.15; 2.23; -0.33; Ferreira 2021; 
UFMG_65; 258.947083333; -33.7500000000; OC; 0.1225000000; 1112; 1.15; 8.30; 1.54; -1.46; Ferreira 2021; 
UFMG_66; 260.852083333; -32.0500000000; OC; 0.0558333333; 1692; 0.80; 7.55; -1.11; -2.46; Ferreira 2021; 
UFMG_67; 262.320000000; -30.9500000000; OC; 0.2891666667; 1047; 0.38; 8.30; 3.81; -0.30; Ferreira 2021; Theia_2122
UFMG_68; 263.132083333; -30.8761111111; OC; 0.1366666667; 1603; 0.90; 7.85; -0.68; -2.67; Ferreira 2021; Theia_2803
UFMG_69; 264.500000000; -29.5000000000; OC; 0.1850000000; 3521; 1.90; 8.20; -0.43; -0.22; Ferreira 2021; OGLE-BLG-CEP-57
UFMG_70; 264.200000000; -29.8719444444; OC; 0.2891666667; 1890; 0.75; 8.90; 1.45; 0.57; Ferreira 2021; OGLE-BLG-CEP-57
UFMG_71; 265.555000000; -27.3288888889; OC; 0.0975000000; 1658; 0.95; 8.00; 0.76; -1.78; Ferreira 2021; 
UFMG_72; 268.515000000; -23.1700000000; OC; 0.1966666667; 1458; 0.75; 8.10; 0.10; -2.57; Ferreira 2021; Theia_1761
UFMG_73; 269.084166667; -21.8919444444; OC; 0.1525000000; 2033; 1.00; 8.70; 1.94; 0.92; Ferreira 2021; 
UFMG_74; 269.735833333; -20.5880555556; OC; 0.0975000000; 3460; 1.35; 8.75; -0.43; -1.78; Ferreira 2021; 
UFMG_75; 270.245000000; -20.2200000000; OC; 0.1691666667; 3040; 1.45; 8.80; 0.16; -0.00; Ferreira 2021; 
UFMG_76; 261.175000000; -34.6900000000; OC; 0.1850000000; 1751; 1.90; 6.90; -1.18; -3.02; Ferreira 2021; PHOC_17
UFMG_77; 262.805000000; -33.4619444444; OC; 0.1966666667; 1171; 0.68; 7.10; 2.58; -1.87; Ferreira 2021; 
UFMG_78; 268.612916667; -24.8911111111; OC; 0.1525000000; 2653; 0.80; 8.90; -0.62; -3.01; Ferreira 2021; 
UFMG_79; 268.930000000; -23.9800000000; OC; 0.1108333333; 3215; 2.20; 8.20; -0.35; -1.91; Ferreira 2021; 
UFMG_80; 270.187916667; -22.1880555556; OC; 0.3266666667; 2283; 1.05; 8.60; 1.25; 0.33; Ferreira 2021; 
UFMG_81; 270.155833333; -22.4311111111; OC; 0.1108333333; 2439; 1.40; 8.60; 0.36; -1.76; Ferreira 2021; 
UFMG_82; 263.915833333; -33.3350000000; OC; 0.1966666667; 1626; 1.00; 8.45; -1.63; -1.80; Ferreira 2021; 
UFMG_84; 272.195000000; -21.4819444444; OC; 0.3266666667; 1656; 0.85; 7.25; -0.62; -1.42; Ferreira 2021; 
UFMG_85; 262.055000000; -37.8600000000; OC; 0.1366666667; 1214; 0.55; 7.50; 3.25; -1.94; Ferreira 2021; Theia_2517
UFMG_86; 261.577916667; -37.8000000000; OC; 0.3633333333; 2237; 1.15; 8.35; 0.58; -0.98; Ferreira 2021; PHOC_18
UFMG_87; 263.282916667; -35.1350000000; OC; 0.3725000000; 3155; 1.55; 8.50; -1.04; -2.65; Ferreira 2021; FoF_1194
UFMG_88; 268.210000000; -29.4311111111; OC; 0.2266666667; 1701; 0.58; 8.70; 1.96; -1.56; Ferreira 2021; 
UFMG_89; 269.300000000; -27.5900000000; OC; 0.1108333333; 2481; 1.22; 8.50; 0.29; -1.90; Ferreira 2021; 
UFMG_90; 270.655000000; -25.8300000000; OC; 0.1691666667; 2273; 1.15; 8.90; 0.46; -0.08; Ferreira 2021; 
UFMG_91; 264.867916667; -35.0750000000; OC; 0.1691666667; 3717; 0.89; 9.25; 0.22; -3.64; Ferreira 2021; 
UFMG_92; 269.010416667; -29.5252777778; OC; 0.0575000000; 2532; 2.64; 6.90; -0.11; -0.46; Hunt 2021; 
UFMG_93; 269.464166667; -29.1550000000; OC; 0.1108333333; 2985; 0.65; 9.00; -0.09; -2.51; Ferreira 2021; 
UFMG_94; 267.959166667; -33.3900000000; OC; 0.1966666667; 1279; 0.70; 8.35; 0.49; -2.81; Ferreira 2021; Theia_3922
UFMG_95; 270.695000000; -29.3700000000; OC; 0.1966666667; 1192; 0.15; 8.20; 1.81; -0.90; Ferreira 2021; Alessi_J1802-2922, Theia_2216
UFMG_96; 264.455000000; -29.7761111111; OC; 0.2408333333; 2421; 1.28; 8.55; -1.44; -3.42; Ferreira 2021; 
UPK_101; 285.078333333; +39.7194444444; OC; 1.6700000000; 363; ; 7.65; 1.44; -1.63; Sim 2019; 
UPK_104; 307.112916667; +31.6250000000; OC; 0.6800000000; 836; ; 7.95; 3.67; 1.53; Sim 2019; 
UPK_105; 301.716666667; +35.5855555556; OC; 1.1100000000; 660; ; 7.95; 1.03; -1.69; Sim 2019; Theia_470
UPK_106; 296.538333333; +39.0036111111; YA; 1.5100000000; 936; ; 7.90; 0.37; -0.27; Sim 2019; 
UPK_114; 312.628333333; +38.4250000000; YA; 0.9700000000; 905; ; 7.80; -3.37; -4.16; Sim 2019; 
UPK_115; 311.180416667; +39.4338888889; OC; 0.4500000000; 928; ; 7.75; -4.50; -7.63; Sim 2019; Theia_48
UPK_116; 312.159166667; +39.7516666667; OC; 0.5300000000; 435; ; 7.75; 3.28; -2.94; Sim 2019; Theia_168
UPK_118; 314.019583333; +40.0475000000; MG; 1.2300000000; 940; ; 8.90; -1.65; -3.50; Sim 2019; 
UPK_121; 313.775833333; +41.3155555556; OC; 0.8000000000; 951; ; 8.95; 0.57; -1.87; Sim 2019; Theia_20
UPK_122; 302.659583333; +47.2855555556; OC; 0.6000000000; 900; ; 9.40; -1.34; -9.26; Sim 2019; 
UPK_125; 311.160833333; +43.9875000000; OC; 1.2200000000; 386; ; 7.85; 4.51; 0.36; Sim 2019; 
UPK_128; 305.121250000; +48.6386111111; OC; 1.2200000000; 358; ; 7.50; 3.00; 1.97; Sim 2019; Pelican_Cl
UPK_135; 318.197083333; +45.4688888889; YA; 1.3900000000; 846; ; 7.90; -1.09; -2.25; Sim 2019; Cyg_OB7
UPK_140; 309.466666667; +53.9730555556; OC; 1.0300000000; 803; ; 7.65; -3.12; -6.78; Sim 2019; Theia_199
UPK_142; 321.784583333; +47.7688888889; OC; 1.3300000000; 417; ; 7.50; 3.34; -2.40; Sim 2019; 
UPK_147; 313.359166667; +56.4788888889; YA; 1.7800000000; 883; ; 7.25; -2.39; -4.83; Sim 2019; 
UPK_149; 324.778750000; +50.9941666667; OC; 1.3800000000; 441; ; 7.55; 3.86; -2.10; Sim 2019; 
UPK_15; 264.373750000; -7.8869444444; OC; 1.1000000000; 199; ; 7.90; -10.79; -20.62; Sim 2019; Mamajek_2
UPK_157; 327.426666667; +52.8708333333; YA; 1.4400000000; 816; ; 7.90; -1.79; -0.69; Sim 2019; 
UPK_159; 338.370833333; +42.9686111111; OC; 0.9900000000; 626; ; 8.35; 0.57; -2.28; Sim 2019; Theia_147
UPK_162; 324.701250000; +57.7672222222; OC; 1.2800000000; 606; ; 8.90; -6.17; -5.82; Sim 2019; 
UPK_167; 337.142916667; +49.8138888889; OC; 1.1966666667; 549; 0.14; 8.09; 1.55; -0.03; Cantat-Gaudin 2020b; 
UPK_171; 335.507500000; +53.9533333333; OC; 1.5300000000; 533; ; 7.50; 4.19; -0.84; Sim 2019; Alessi_83
UPK_173; 330.595416667; +58.9880555556; MG; 1.2100000000; 849; ; 9.00; 2.26; -1.97; Sim 2019; Theia_873
UPK_176; 327.745416667; +63.8827777778; YA; 1.3600000000; 888; ; 7.50; -3.22; -4.50; Sim 2019; Theia_500
UPK_179; 344.034166667; +50.5508333333; OC; 0.8100000000; 829; ; 7.95; -1.78; -4.87; Sim 2019; Theia_1165, in_Theia_280
UPK_181; 338.340000000; +57.3725000000; OC; 0.5800000000; 995; ; 8.45; -1.74; -1.76; Sim 2019; 
UPK_182; 333.642083333; +61.4363888889; OC; 0.1200000000; 860; ; 6.80; -1.51; -3.00; Sim 2019; FoF_2352, BDSB_30
UPK_184; 319.113333333; +69.0969444444; OC; 1.5000000000; 346; ; 6.85; 7.88; -1.04; Sim 2019; 
UPK_186; 336.806250000; +60.0433333333; YA; 1.0100000000; 977; ; 7.40; -3.05; -2.73; Sim 2019; Theia_1474
UPK_189; 332.912916667; +65.5683333333; OC; 0.7300000000; 1001; ; 7.20; -2.65; -3.32; Sim 2019; 
UPK_190; 345.739583333; +54.6236111111; MG; 1.3300000000; 813; ; 8.75; -2.22; -4.11; Sim 2019; Theia_1165
