Name; RA_J2000_deg; De_J2000_deg; Type; Rad_deg; Dst_pc; E_B-V; Log_t; pmRA_mas; pmDe_mas; Reference; Aliases_and_associated_objects
Mercer_14; 284.520833333; +1.6105555556; EC; 0.0100000000; 2976; ; ; -0.36; -2.24; Alessi GDR2; 
Mercer_20; 288.098750000; +9.9525000000; OC; 0.0250000000; 3215; ; 6.76; -2.94; -5.32; Alessi GDR2; 
Mercer_24; 294.125000000; +20.5488888889; EC; 0.0116666667; 4600; ; 6.30; -2.45; -5.64; Alessi EDR3; Mol_107
Mercer_66; 239.362500000; -53.9619444444; EC; 0.0166666667; 2120; ; ; -2.70; -2.59; Alessi GEDR3; GN_15.53.6
Mercer_70; 240.116666667; -52.1800000000; EC; 0.0066666667; 7000; ; 6.65; -4.40; -4.42; Alessi GEDR3; Ryu_273, WR_70-12
Mercer_74; 244.183333333; -51.2922222222; EC; 0.0083333333; 4440; ; ; -3.60; -3.72; Alessi GEDR3; Wray_17-74
Mercer_77; 244.366666667; -50.5111111111; EC; 0.0083333333; 4320; ; ; -3.64; -4.18; Alessi GEDR3; 
Mercer_91; 258.099583333; -38.4877777778; OC; 0.0833333333; 1695; ; 5.88; -0.82; -2.38; 2019ApJ...870...32K; RCW_120
Mon_OB3; 104.355000000; -3.9455555556; OB; 0.2491666667; 2364; ; 7.94; -1.41; -0.30; Alessi GDR2; 
Mon_R2; 91.9429166670; -6.3583333333; OC; 0.1333333333; 906; 0.58; 8.53; -2.85; 1.00; Hunt 2021; NGC_2170, Hodapp_4, BDB_229/30, IRAS_06046-0603
NGC_1893; 80.7241666670; +33.4438888889; OC; 0.0850000000; 3745; 0.56; 6.59; -0.23; -1.41; Cantat-Gaudin 2020b; BDSB_70, FSR_785, FSR_786, LMR_144, Russeil_214
NGC_2175; 92.7704166670; +20.6463888889; OC; 0.1866666667; 1978; 0.59; 6.96; -0.05; -2.23; Hunt 2021; Collinder_84, LMR_148
NGC_2252; 98.7416666670; +5.3638888889; OC; 0.1166666667; 1481; ; 9.11; -1.14; 0.39; Alessi GEDR3; Theia_189, Bica_298
NGC_2338; 107.164166667; -5.8863888889; OC; 0.1708333333; 1963; 0.33; 8.74; -1.24; 1.27; Hunt 2021; 
NGC_2356; 109.279166667; +13.9583333333; OC; 0.1500000000; 1791; ; ; -3.84; -1.09; Alessi GEDR3; 
NGC_5120; 201.420833333; -63.4583333333; OC; 0.0291666667; 6000; ; ; -6.92; -1.13; Alessi GEDR3; Ruprecht_166, ESO_96-11
NGC_6115; 246.145416667; -51.9544444444; OC; 0.0791666667; 3509; 0.37; 8.43; -3.15; -4.34; Dias 2021; Ruprecht_118, UBC_313
NGC_6250; 254.497083333; -45.9511111111; OC; 0.1050000000; 1012; 0.37; 7.41; 0.45; -2.38; Cantat-Gaudin 2020b; Ara_OB1A_B, Ara_OB1B-East, BH_206, ESO_277-20, FoF_2225, Theia_132
NGC_6604; 274.512500000; -12.2450000000; OC; 0.0900000000; 2203; 0.97; 6.84; -0.45; -2.29; Dias 2021; Collinder_373, FoF_448
NGC_6625; 275.803333333; -12.0130555556; OC; 0.3250000000; 1720; ; 8.70; -0.41; -1.59; Alessi GEDR3; 
NGC_6871; 301.547916667; +35.7650000000; OC; 0.3708333333; 1946; 0.44; 6.97; -3.13; -6.44; Cantat-Gaudin 2020b; Cyg_OB3A, FoF_2176, FoF_493
NGC_7127; 326.735416667; +54.4758333333; OC; 0.1291666667; 2848; 0.97; 8.70; -2.78; -2.59; Hunt 2021; 
NGC_7429; 343.972083333; +59.9600000000; OC; 0.1250000000; 2900; ; 8.30; -2.75; -1.83; Alessi GEDR3; 
Nor_OB1; 239.166250000; -54.6044444444; OB; 1.1666666667; 1344; ; ; -2.53; -3.30; Alessi DR2; 
OPD_14; 253.423333333; -67.7880555556; OC; 1.9408333333; 222; ; 8.15; -13.86; -12.54; Alessi GEDR3; Theia_216, UPK_612
Oliveira_1; 160.921666667; -59.5972222222; OC; 0.0133333333; 2410; ; 6.32; -6.47; 2.49; Alessi GEDR3; GAL_287.39-00.63
Oliveira_11; 163.539166667; -59.3258333333; OC; 0.1433333333; 4450; ; 8.64; -7.19; 3.06; Alessi GEDR3; FoF_405, FoF_1491, FoF_1510
Oliveira_15; 159.845833333; -59.7536111111; OC; 0.0333333333; 5300; ; 6.54; -5.46; 2.55; Alessi GEDR3; 
Oliveira_4; 161.160416667; -60.8008333333; OC; 0.0116666667; 5990; ; 6.65; -5.50; 2.37; Alessi GEDR3; 
Oliveira_9; 162.968333333; -58.9900000000; OC; 0.0216666667; 4200; ; 6.42; -5.71; 2.36; Alessi GEDR3; 
Ori_D; 83.8241666670; -5.2763888889; EC; 0.0633333333; 393; ; ; 1.07; 1.07; Alessi GEDR3; Bica_304
PHOC_1; 126.991666667; -42.7722222222; OC; 0.1125000000; 1489; ; ; -5.74; 4.79; Hunt 2021; 
PHOC_10; 266.642083333; -30.3888888889; OC; 0.0916666667; 1308; ; ; -0.22; -1.59; Hunt 2021; 
PHOC_12; 151.676666667; -59.7569444444; OC; 0.2600000000; 2003; ; ; -5.23; 5.41; Hunt 2021; 
PHOC_13; 295.699166667; +23.6672222222; OC; 0.1125000000; 1909; ; 8.04; -1.75; -4.23; Hunt 2021; Theia_2554
PHOC_14; 295.908333333; +24.4483333333; OC; 0.0550000000; 2454; ; ; -3.53; -6.56; Hunt 2021; 
PHOC_15; 112.080416667; -19.9827777778; OC; 0.2733333333; 2219; ; ; -2.47; 0.20; Hunt 2021; 
PHOC_19; 246.292916667; -49.7422222222; OC; 0.0508333333; 2818; ; ; -1.32; -3.09; Hunt 2021; Kronberger_150, FoF_272, FoF_1617
PHOC_21; 121.781666667; -21.0847222222; OC; 0.2016666667; 2188; ; ; -1.53; 0.72; Hunt 2021; 
PHOC_22; 144.203750000; -56.6052777778; OC; 0.1175000000; 2907; ; ; -5.55; 5.19; Hunt 2021; 
PHOC_23; 62.3750000000; +51.8494444444; OC; 0.1583333333; 1791; ; ; 1.55; -0.82; Hunt 2021; 
PHOC_24; 97.3600000000; +8.0605555556; OC; 0.2941666667; 1840; ; ; 0.81; -3.08; Hunt 2021; 
PHOC_25; 95.2387500000; +7.3213888889; OC; 0.1350000000; 2164; ; ; -0.53; -2.64; Hunt 2021; 
PHOC_27; 136.002083333; -53.8461111111; OC; 0.1233333333; 3780; ; ; -4.39; 4.70; Hunt 2021; 
PHOC_3; 115.825000000; -30.4772222222; OC; 0.0916666667; 2478; ; ; -2.03; 2.35; Hunt 2021; Theia_2564
PHOC_30; 144.708333333; -51.2636111111; OC; 0.1300000000; 2031; ; ; -6.25; 5.10; Hunt 2021; 
PHOC_31; 168.752500000; -59.3900000000; OC; 0.1225000000; 1095; ; ; -6.84; 2.32; Hunt 2021; 
PHOC_32; 171.651250000; -63.8400000000; OC; 0.3008333333; 1888; ; ; -10.14; 0.79; Hunt 2021; 
PHOC_33; 301.612083333; +36.2991666667; OC; 0.0900000000; 1956; ; ; -1.55; -4.40; Hunt 2021; 
PHOC_34; 86.0495833330; +30.0694444444; OC; 0.0950000000; 1952; ; ; 1.50; -2.23; Hunt 2021; 
PHOC_35; 289.441250000; +8.6961111111; OC; 0.1216666667; 1711; ; ; -2.93; -5.28; Hunt 2021; 
PHOC_36; 110.515416667; -12.8430555556; OC; 0.2275000000; 3061; ; ; -2.14; 2.01; Hunt 2021; 
PHOC_37; 300.929166667; +34.7361111111; OC; 0.2950000000; 1143; ; ; -3.21; -6.78; Hunt 2021; 
PHOC_38; 284.418333333; -1.5625000000; OC; 0.0825000000; 2442; ; ; 0.36; -0.75; Hunt 2021; 
PHOC_40; 287.769166667; +14.2738888889; OC; 0.4908333333; 334; ; ; -1.57; -9.41; Hunt 2021; 
PHOC_5; 105.876250000; -7.7836111111; OC; 0.1300000000; 1267; ; ; -0.66; -1.07; Hunt 2021; 
PHOC_6; 280.589583333; -7.2322222222; OC; 0.0608333333; 2620; ; ; 0.88; -2.85; Hunt 2021; 
PHOC_7; 285.727083333; +14.5750000000; OC; 0.1350000000; 2053; ; ; -0.41; -3.15; Hunt 2021; 
PHOC_8; 288.835000000; +14.4336111111; OC; 0.0808333333; 2904; ; ; -1.69; -2.50; Hunt 2021; 
PHOC_9; 79.5887500000; +41.9936111111; OC; 0.0650000000; 5036; ; ; 0.13; -0.45; Hunt 2021; 
PL97_5; 98.6333333330; +4.3075000000; EC; 0.0833333333; 1329; ; ; -1.56; 0.05; Alessi GEDR3; RMC-5, IRAS_06318+0420, BDB_209, Rosette_N
PRT_1; 167.979166667; -61.3080555556; EC; 0.0166666667; 3100; ; ; -6.31; 1.37; Alessi GEDR3; BDB_253, NGC_3576, RCW_57
PTB_10; 29.6666666670; +68.0536111111; YA; 0.5000000000; 275; ; ; 10.05; -11.92; Alessi GEDR3; BDB_102
Patchick_119; 287.279166667; -34.3500000000; OC; 0.0250000000; 6980; ; ; -2.61; -1.36; Alessi GEDR3; 
Patchick_89; 299.887500000; +49.3138888889; OC; 0.0166666667; 5580; ; 9.20; -3.03; -2.29; Alessi GEDR3; DC_6
Per_OB1A; 29.8454166670; +60.1755555556; OB; 0.7733333333; 2262; ; 7.55; -0.73; -0.61; Alessi GDR2; Theia_1870, FoF_1352
Per_OB1B; 33.5620833330; +59.6613888889; OB; 0.5850000000; 2762; ; ; -0.95; -0.67; Alessi GDR2; FoF_902, FoF_1345, UBC_418
Pismis_24; 261.183750000; -34.2222222222; OC; 0.0833333333; 1786; 2.18; 6.13; -0.83; -2.08; 2019ApJ...870...32K; NGC_6334, MGC_Pismis_24_Core
Platais_3; 69.9758333330; +71.2800000000; OC; 1.7233333333; 178; 0.05; 8.60; 3.62; -20.93; Cantat-Gaudin 2020b; HIP_21974, OPD_20, Theia_787
Platais_6; 93.7404166670; +3.7744444444; OC; 1.4866666667; 320; ; ; -4.25; -3.58; Alessi GEDR3; PLK98_8
Platais_9; 139.241250000; -43.8619444444; OC; 1.5950000000; 183; ; 7.95; -24.70; 13.33; Cantat-Gaudin 2020b; HIP_45189, HR_3661, OPD_22, Theia_134
Platais_A1; 74.0587500000; -6.0127777778; OB; 1.8850000000; 229; ; ; -3.54; -1.65; Alessi GEDR3; 
Platais_A2; 87.3733333330; +4.1347222222; OB; 1.6508333333; 288; ; 8.00; -7.76; -6.56; Alessi GEDR3; HIP_27345_Assoc
Platais_A6; 169.729166667; -72.0000000000; OB; 0.5583333333; 241; ; ; -25.48; -2.00; Alessi GEDR3; 
Platais_11; 206.951250000; -66.0205555556; OC; 0.9366666667; 365; ; ; -12.91; -7.56; Alessi GDR2 (chk); 
Platais_2; 18.5637500000; +31.9672222222; OC; 0.6258333333; 209; ; ; 13.00; -11.87; Alessi GDR2 (chk); 
Pleiades; 56.6008333330; +24.1141666667; OC; 1.2741666667; 136; 0.04; 8.12; 20.08; -45.50; Cantat-Gaudin 2020b; M45, Melotte_22, UPK_349, Theia_369
Prestgard_12; 1.83333333300; +61.7661111111; OC; 0.0091666667; 5400; ; ; -1.34; -0.68; Alessi GEDR3; 
Prestgard_13; 10.3150000000; +63.5794444444; OC; 0.0833333333; 3846; ; ; -1.70; -0.30; Casado 2020; Casado_13
Prestgard_14; 11.9958333330; +63.9097222222; OC; 0.0166666667; 2930; ; ; -2.38; -0.17; Alessi GEDR3; 
Prestgard_15; 79.3458333330; +33.2083333333; OC; 0.0416666667; 2800; ; ; -1.08; -1.22; Alessi GEDR3; Prestgard_16
Prestgard_21; 77.0750000000; +42.7488888889; OC; 0.0208333333; 4270; ; ; 0.30; -0.36; Alessi GEDR3; 
Prestgard_25; 39.8208333330; +64.6197222222; OC; 0.0166666667; 5800; ; ; -1.41; 0.50; Alessi GEDR3; 
Prestgard_4; 90.2291666670; +32.0036111111; OC; 0.0166666667; 4020; ; ; 0.96; -1.10; Alessi GEDR3; 
Prestgard_57; 73.1041666670; +51.3833333333; OC; 0.0208333333; 640; ; ; 1.43; -3.73; Alessi GEDR3; 
Prestgard_6; 37.6333333330; +59.7666666667; OC; 0.0750000000; 2540; ; ; 0.02; -0.50; Alessi GEDR3; 
Prestgard_62; 329.641666667; +59.6327777778; EC; 0.0083333333; 6100; ; ; -2.76; -2.08; Alessi GEDR3; IRAS_21569+5923
Prestgard_66; 290.170000000; +19.8580555556; OC; 0.0125000000; 5460; ; ; -2.34; -4.64; Alessi EDR3; 
Prestgard_G; 92.8208333330; +19.5894444444; OC; 0.0125000000; 1859; ; ; -0.04; -1.27; Alessi GEDR3; 
Prestgard_I; 115.945833333; -31.0355555556; OC; 0.0166666667; 5000; ; ; -1.05; 2.20; Alessi GEDR3; 
Prestgard_J; 119.703750000; -38.9966666667; OC; 0.0183333333; 26000; ; ; -1.20; 1.70; Alessi GDR2; 
Prestgard_K; 121.166666667; -38.9147222222; OC; 0.0208333333; 11000; ; ; -1.02; 1.88; Alessi GDR2; 
Prestgard_M; 122.929166667; -41.2111111111; OC; 0.0125000000; 8100; ; ; -1.39; 2.15; Alessi GDR2; 
Pup_OB3; 124.180000000; -35.8380555556; OB; 0.5666666667; 6700; ; 6.40; -2.97; 3.39; Alessi GDR2; 
Pup_a; 116.300000000; -32.0263888889; OC; 0.2333333333; 3480; ; ; -2.31; 3.46; Alessi GEDR3; HD_62844, WR_8
QC_1; 305.105833333; +39.8711111111; OC; 0.0733333333; 1305; ; 7.00; -2.30; -3.48; arXiv:2008.07164v1; Theia_1669
QC_4; 309.117083333; +46.8819444444; OC; 0.0983333333; 2358; ; 8.40; -2.51; -5.43; arXiv:2008.07164v1; 
RSG_8; 344.982916667; +59.3711111111; OC; 1.0150000000; 452; 0.17; 8.03; 5.34; -1.65; Cantat-Gaudin 2020b; RSG_7, UPK_197
Ruprecht_142; 278.152083333; -12.2452777778; OC; 0.0883333333; 3846; 0.95; 8.56; -1.19; -2.02; Hunt 2021; 
Ruprecht_152; 118.620833333; -38.2366666667; OC; 0.0191666667; 9100; ; 8.78; -1.43; 2.21; Alessi GDR2; 
Ryu_12; 271.238333333; -15.6138888889; OC; 0.0200000000; 5570; ; 10.00; -3.26; -5.35; Alessi GEDR3; 
Ryu_225; 275.233333333; -13.6738888889; OC; 0.0208333333; 1680; ; ; -0.57; -1.85; Alessi GEDR3; 
Ryu_241; 277.282083333; -10.8855555556; EC; 0.0283333333; 2650; ; ; -1.43; -3.88; Alessi GEDR3; 
Ryu_378; 260.441666667; -44.1394444444; EC; 0.0283333333; 4580; ; ; -2.82; -4.83; Alessi GEDR3; GN_17.18.1.01, Bernes_150
Ryu_786; 276.391666667; -12.4208333333; EC; 0.0150000000; 2150; ; ; -0.27; -1.33; Alessi GEDR3; Bica_54
Ryu_873; 278.613750000; -5.1838888889; EC; 0.0300000000; 2400; ; ; -0.12; -2.31; Alessi GEDR3; 
Ryu_874; 278.375000000; -5.0175000000; EC; 0.0133333333; 2690; ; ; -0.47; -2.36; Alessi GEDR3; Bica_70
Ryu_876; 280.393333333; -5.4155555556; OC; 0.0150000000; 3100; ; ; -0.83; -3.27; Alessi GEDR3; 
Ryu_912; 281.325000000; -2.8033333333; OC; 0.0108333333; 3953; ; ; -1.57; -3.93; Alessi GDR2; 
SAI_118; 205.810833333; -63.1461111111; OC; 0.0883333333; 1946; 0.32; 7.45; -4.40; -2.33; Cantat-Gaudin 2020b; Dias_4B, FoF_2098
SAI_43; 77.0725000000; +49.8647222222; OC; 0.0283333333; 9346; 0.18; 8.90; 0.60; -0.56; Dias 2021; Teutsch_24, Teutsch_36
SAI_90; 126.611666667; -41.7286111111; OC; 0.3158333333; 2572; 1.03; 9.08; -4.83; 4.34; Hunt 2021; 
SGM_1; 105.745833333; -11.4569444444; OC; 0.2083333333; 1450; ; ; -0.90; -0.12; Alessi GEDR3; FZ_CMa
SPW_15; 161.920833333; -60.4333333333; OC; 0.0916666667; 2290; ; ; -6.82; 2.52; Alessi GEDR3; SpitzerCar_O
SUH_116; 81.7833333330; +38.5211111111; EC; 0.0075000000; 4330; ; ; -0.32; -0.79; Alessi GEDR3; GN_05.23.8, IPHASX_J052708.2+383114
SUH_126; 101.875000000; +5.6730555556; EC; 0.0200000000; 3330; ; ; -0.65; -0.33; Alessi GEDR3; IRAS_06448+0546, UGC_3543
SUH_131; 99.6791666670; +0.8016666667; OC; 0.0166666667; 4320; ; ; -0.28; 0.39; Alessi GEDR3; 
SUH_134; 101.532916667; -7.1141666667; EC; 0.0100000000; 6600; ; ; -0.19; 0.76; Alessi GEDR3; GN_06.43.7
SUH_20; 281.792916667; -2.3202777778; EC; 0.0125000000; 4098; ; ; -1.08; -3.57; Alessi GDR2; IRAS_18445-0222, Mol_71
SUH_23; 283.820000000; +1.3552777778; EC; 0.0266666667; 2421; ; ; -0.41; -2.40; Alessi GDR2; 
SUH_50; 240.350000000; -51.8338888889; EC; 0.0083333333; 5750; ; ; -4.38; -4.36; Alessi GEDR3; VVV-CL_105, ASAS_J160125-5150.3
SYCA_1; 111.926250000; -20.3166666667; OC; 0.0075000000; 4500; ; ; -1.35; 1.48; Alessi GDR2; IRAS_07255-2012, BDB_245
S_Mus; 182.428750000; -70.2400000000; OC; 0.5000000000; 880; ; 7.65; -8.17; -1.23; Alessi GEDR3; ASCC_69
Saloranta_5; 44.4000000000; +64.4500000000; OC:; 0.0300000000; 5010; ; ; -0.03; 0.03; Alessi GEDR3; 
Sco_OB7; 264.075000000; -32.6333333333; OB; 0.1750000000; 2340; ; ; -0.15; -1.07; Alessi GEDR3; 
Sct_OB1; 282.600000000; -5.8833333333; OC; 0.5000000000; 2250; ; ; -1.51; -4.15; Alessi GEDR3; 
Sct_OB3; 276.181250000; -14.1283333333; OC; 0.0808333333; 3165; 2.04; 6.10; -0.60; -2.17; Hunt 2021; FoF_1640, FoF_2114, FoF_2115, FoF_290, Ass-8, I_Sct
Ser_OB1A; 273.495833333; -15.7386111111; OB; 0.6166666667; 1630; ; ; 0.78; 0.92; Alessi GEDR3; NGC_6618
Ser_OB2; 274.510000000; -12.2158333333; OB; 0.9741666667; 1910; ; ; -0.59; -2.02; Alessi GEDR3; Ass-9, FoF_448, II_Ser, III_Ser, Ser_II, Ser-Sct_II, Sgr_III
Sgr_OB6; 273.034583333; -15.9244444444; OC; 0.0816666667; 2507; 0.90; 7.50; 0.34; -0.69; Hunt 2021; Ass-5, IV_Sgr, NGC_6561
Sgr_OB7; 273.487500000; -20.6050000000; OC; 0.0908333333; 2634; 0.46; 6.45; 0.03; -1.94; Hunt 2021; 
Soares-Bica_2; 111.158333333; -24.5833333333; EC; 0.0366666667; 1420; ; 6.40; -2.22; 2.35; Alessi GEDR3; 
Spurious_3; 88.4891666670; -5.1733333333; OC; 1.7000000000; 449; ; 7.02; -2.48; 0.10; 2018AJ....156...84K; 
Spurious_4; 79.5437500000; +7.4533333333; OC; 1.2833333333; 406; ; 6.20; 2.31; -3.77; 2018AJ....156...84K; 
Spurious_5; 84.3058333330; -4.3191666667; OC; 1.6083333333; 441; ; 6.74; -2.20; 1.15; 2018AJ....156...84K; 
Steine_20; 306.675000000; +44.0833333333; OC; 0.0666666667; 2340; ; ; -2.26; -3.41; Alessi GEDR3; 
Steine_30; 288.025000000; +17.2800000000; OC:; 0.0075000000; 6000; ; ; -2.20; -4.55; Alessi GEDR3; DSH_J1912+1716
Steine_7; 32.9916666670; +64.1955555556; OC; 0.0141666667; 4480; ; ; -0.62; 0.21; Alessi GEDR3; 
Steine_8; 33.3500000000; +64.2250000000; OC; 0.0175000000; 4870; ; ; -0.68; 0.48; Alessi GEDR3; 
Stock_2; 33.8558333330; +59.5219444444; OC; 1.0300000000; 379; 0.30; 8.52; 15.97; -13.63; Cantat-Gaudin 2020b; FoF_2408, FoF_902, OPD_36, OPD_47, Theia_524, UPK_274
Streicher_58; 85.7375000000; -8.0250000000; OC; 0.1916666667; 420; ; ; 0.11; -0.34; Alessi GEDR3; 
Streicher_70; 262.620833333; -33.6866666667; OC; 0.2000000000; 1079; ; ; 2.40; -1.94; Alessi GEDR3; 
TC_0021+6303; 5.43750000000; +63.0525000000; OC; 0.0058333333; 4080; ; ; -1.89; -0.69; Alessi GEDR3; GSC_4019-1562_Grp
TC_0110+6139; 17.6750000000; +61.6583333333; OC; 0.0416666667; 3760; ; ; -1.78; -0.57; Alessi GEDR3; 
TC_0227+7239; 36.7666666670; +72.6566666667; OC; 0.1000000000; 895; ; ; -1.44; -1.46; Alessi GEDR3; 
TC_0244+5641; 41.1000000000; +56.6900000000; OC; 0.0625000000; 2440; ; ; 0.04; -1.33; Alessi GEDR3; 
TC_0352+5227; 58.1208333330; +52.4500000000; OC; 0.0750000000; 2160; ; ; 0.81; -1.55; Alessi GEDR3; Xuyi_2
TC_0408+5306; 62.0000000000; +53.1000000000; OC; 0.0583333333; 2990; ; ; -0.35; -0.42; Alessi GEDR3; 
TC_0649+0444; 102.287500000; +4.7411111111; OC; 0.0141666667; 4400; ; ; 0.39; 0.38; Alessi GEDR3; GSC_156-1746
TC_0739-3341; 114.808333333; -33.6855555556; OC; 0.0208333333; 4100; ; ; -1.23; 2.43; Alessi GDR2; 
TC_0741-2351; 115.287500000; -23.8625000000; OC; 0.0216666667; 3000; ; ; -1.89; 1.92; Alessi GDR2; 
TC_0835-4441; 128.970833333; -44.6750000000; OC; 0.2500000000; 1849; ; ; -5.54; 5.05; Alessi GEDR3; 
TC_0838-4539; 129.612500000; -45.6511111111; OC; 0.0250000000; 4830; ; ; -2.88; 3.22; Alessi GEDR3; GSC_8151-1627_Grp
TC_0843-4511; 130.900000000; -45.1966666667; OC; 0.0250000000; 6000; ; ; -3.14; 3.35; Alessi GEDR3; 
TC_0849-4700; 132.339583333; -47.0066666667; OC; 0.0125000000; 5210; ; ; -3.42; 3.70; Alessi GEDR3; Kronberger_J0849-4700
TC_0906-5321; 136.658333333; -53.3627777778; OC; 0.0191666667; 5900; ; ; -3.07; 3.10; Alessi GEDR3; GSC_8582-649_Grp
TC_0924-5313; 141.091666667; -53.2200000000; OC; 0.0100000000; 5150; ; ; -4.29; 3.91; Alessi GEDR3; GSC_8584-2_Grp
TC_1021-5802; 155.454166667; -58.0347222222; OC; 0.0333333333; 3460; ; 8.83; -6.29; 3.59; Alessi GEDR3; 
TC_1037-6034; 159.329166667; -60.5716666667; OC; 0.0108333333; 6100; ; ; -5.30; 2.54; Alessi GEDR3; 
TC_1209-6120; 182.329166667; -61.3350000000; OC; 0.0366666667; 2850; ; ; -6.91; 0.61; Alessi GEDR3; FoF_1592
TC_1500-5459; 225.200000000; -54.9966666667; OC; 0.1416666667; 810; ; ; -7.63; -5.42; Alessi GEDR3; HD_132205, Kernya_90, Slotegraaf_J1500-5500
TC_1651-4134; 252.787500000; -41.5683333333; OC; 0.0583333333; 1480; ; ; -0.82; -1.98; Alessi GEDR3; HD_151740_Grp
TC_1818-1858; 274.525000000; -18.9750000000; OC; 0.0250000000; 1610; ; ; 0.98; -1.92; Alessi GDR2; 
TC_1839-0459; 279.787500000; -4.9966666667; OC; 0.0133333333; 3090; ; ; -0.90; -2.62; Alessi GEDR3; 
TC_1926+1714; 291.525000000; +17.2383333333; OC; 0.3000000000; 1600; ; ; -0.96; -3.68; Alessi GEDR3; 
TC_1957+2945; 299.408333333; +29.7561111111; OC; 0.0150000000; 5280; ; ; -2.94; -5.10; Alessi GEDR3; 
TC_2010+3615; 302.670833333; +36.2500000000; OC; 0.1000000000; 1938; ; ; -2.95; -6.06; Alessi GEDR3; 
TC_2019+4046; 304.795833333; +40.7750000000; OC; 0.1583333333; 1695; ; ; -3.58; -5.43; Alessi GEDR3; HD_228911_Grp
TC_2046+4346; 311.666666667; +43.7675000000; OC; 0.0150000000; 3280; ; ; -2.28; -3.09; Alessi GEDR3; 
TC_2151+5642; 327.941666667; +56.7100000000; OC; 0.0075000000; 7040; ; ; -2.90; -2.25; Alessi GEDR3; 
TC_2156+5532; 329.100000000; +55.5350000000; OC; 0.0108333333; 5290; ; ; -2.75; -2.37; Alessi GEDR3; 
TC_2353+6240; 358.250000000; +62.6738888889; EC; 0.0200000000; 2890; ; ; -3.06; -1.08; Alessi GEDR3; GSC_4285-576, GN_23.50.6.03
TPN_19; 100.158333333; +9.7916666667; OC; 0.0666666667; 705; ; ; -1.71; -3.85; Alessi GEDR3; LkHalpha_25, LMR_152
Teutsch_101; 128.150000000; -38.1200000000; OC; 0.0083333333; 5120; ; ; -2.11; 3.23; Alessi GEDR3; 
Teutsch_105; 158.800000000; -60.6844444444; OC; 0.0250000000; 6500; ; ; -4.86; 2.56; Alessi GEDR3; 
Teutsch_109; 194.458333333; -63.2655555556; OC; 0.0183333333; 3600; ; ; -6.73; -0.06; Alessi GEDR3; 
Teutsch_110; 201.650000000; -64.1033333333; OC; 0.0150000000; 6010; ; ; -6.98; -1.45; Alessi GEDR3; 
Teutsch_113; 220.483333333; -55.2308333333; OC?; 0.0175000000; 6410; ; ; -5.18; -2.81; Alessi GEDR3; DSH_J1441-5513
Teutsch_117; 279.297500000; -10.2244444444; OC; 0.1283333333; 3260; ; 9.02; -1.43; -4.42; Alessi GEDR3; DSH_J1837-1013, FoF_295
Teutsch_129; 338.720833333; +64.3838888889; OC; 0.0183333333; 6000; ; ; -1.79; -0.95; Alessi GEDR3; 
Teutsch_130; 63.5666666670; +50.6250000000; OC; 0.0141666667; 3640; ; ; 0.15; -0.72; Alessi GEDR3; Camargo_875
Teutsch_133_B; 82.5250000000; +33.4877777778; EC; 0.0250000000; 2030; ; ; 0.50; -1.83; Alessi GEDR3; GGA_341
Teutsch_134; 87.5745833330; +28.1741666667; EC; 0.0125000000; 4292; ; ; -0.74; -1.53; Alessi GDR2; 
Teutsch_135; 91.9958333330; +31.3808333333; OC; 0.0208333333; 3590; ; ; -0.05; -0.69; Alessi GEDR3; 
Teutsch_137; 97.9208333330; +5.8772222222; OC; 0.0158333333; 5800; ; ; -0.24; 0.09; Alessi GEDR3; 
Teutsch_139; 304.508333333; +39.7283333333; OC; 0.0166666667; 3250; ; ; -3.79; -6.36; Alessi GEDR3; 
Teutsch_141; 336.744583333; +55.9058333333; OC; 0.0200000000; 3970; ; ; -3.69; -3.00; Alessi GEDR3; DSH_J2226+5553
Teutsch_142; 338.658333333; +58.7116666667; OC; 0.0166666667; 3890; ; ; -2.62; -2.14; Alessi GEDR3; 
Teutsch_157; 317.566666667; +46.7513888889; OC; 0.0158333333; 4990; ; ; -3.33; -3.63; Alessi GEDR3; 
Teutsch_158; 320.653333333; +56.0544444444; OC; 0.0108333333; 5950; ; ; -2.37; -2.48; Alessi GEDR3; 
Teutsch_159; 334.654166667; +53.8875000000; OC; 0.0250000000; 3440; ; ; -2.46; -2.30; Alessi GEDR3; DSH_J2218+5353, Teutsch_J2218+5353
Teutsch_16; 303.108333333; +35.7466666667; OC; 0.0291666667; 4610; ; ; -2.96; -5.22; Alessi GEDR3; 
Teutsch_160; 356.366666667; +59.6016666667; OC; 0.0250000000; 3010; ; ; -2.71; -1.99; Alessi GEDR3; 
Teutsch_168; 4.49166666700; +65.8391666667; EC; 0.0250000000; 2730; ; ; -2.89; -0.16; Alessi GEDR3; FSR_488
Teutsch_17; 322.741666667; +52.8333333333; OC; 0.0208333333; 2910; ; ; -2.92; -3.12; Alessi GEDR3; 
Teutsch_171; 107.820833333; -8.4238888889; OC; 0.0166666667; 3130; ; ; -1.18; 0.72; Alessi GEDR3; 
Teutsch_174; 299.912500000; +28.3163888889; OC; 0.0066666667; 4910; ; ; -3.21; -5.28; Alessi EDR3; 
Teutsch_176; 19.6979166670; +59.4438888889; OC; 0.0108333333; 5210; ; ; -1.43; 0.39; Alessi GEDR3; 
Teutsch_178; 114.527916667; -21.5633333333; OC; 0.0250000000; 3378; ; ; -2.00; 2.01; Alessi GDR2; FoF_1417
