Cluster_s name                ;Galaxy ;Const;RAJ2000.0  DEJ2000.0   ;Wavel ;Type  ;Dia_arcS;Dst_pc ;V_mag  ;E(B-V);Log_t ;Aliases/Variants                                                                                                  ;Comments
BSDL 1755                     ;LMC    ;Dor  ;05 26 51   -68 50 12   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in NGC 1970
BSDL 1765                     ;LMC    ;Dor  ;05 26 54   -69 09 43   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley II
BSDL 178                      ;LMC    ;Dor  ;04 53 29   -69 24 14   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 10
BSDL 1821                     ;LMC    ;Dor  ;05 27 36   -69 53 50   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 495                                                                                                      ;mP, in LH 59
BSDL 1831                     ;LMC    ;Dor  ;05 27 45   -69 32 51   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1851                     ;LMC    ;Dor  ;05 28 22   -66 18 51   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley III
BSDL 1879                     ;LMC    ;Dor  ;05 28 26   -68 46 58   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley II
BSDL 1907                     ;LMC    ;Dor  ;05 28 47   -69 08 23   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 210
BSDL 1910                     ;LMC    ;Dor  ;05 28 54   -69 01 39   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 210
BSDL 1921                     ;LMC    ;Dor  ;05 29 19   -67 16 13   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 212
BSDL 1967                     ;LMC    ;Dor  ;05 29 40   -69 47 18   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 215
BSDL 2001                     ;LMC    ;Dor  ;05 30 22   -67 13 06   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 2007
BSDL 2055                     ;LMC    ;Dor  ;05 30 39   -69 00 09   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 3
BSDL 2080                     ;LMC    ;Dor  ;05 31 08   -67 01 21   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;GKK-O245                                                                                                          ;in LH 77
BSDL 2083                     ;LMC    ;Dor  ;05 30 51   -69 25 40   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 549                                                                                                      ;in DEML 224
BSDL 2094                     ;LMC    ;Dor  ;05 31 15   -67 10 53   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley III
BSDL 2112                     ;LMC    ;Dor  ;05 31 27   -67 07 32   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley III
BSDL 2131                     ;LMC    ;Dor  ;05 31 33   -67 29 04   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley III
BSDL 2171                     ;LMC    ;Dor  ;05 32 03   -66 03 16   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley III
BSDL 22                       ;LMC    ;Dor  ;04 46 39   -69 19 28   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2243                     ;LMC    ;Dor  ;05 32 18   -69 14 15   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;mT, in NGC 2015
BSDL 2254                     ;LMC    ;Dor  ;05 32 34   -68 55 02   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 2263
BSDL 2271                     ;LMC    ;Dor  ;05 32 48   -69 39 16   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 575                                                                                                      ;
BSDL 2285                     ;LMC    ;Dor  ;05 33 02   -69 20 34   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in LMC-N 135, br*sw
BSDL 2401                     ;LMC    ;Dor  ;05 34 30   -68 22 58   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 2404
BSDL 2430                     ;LMC    ;Dor  ;05 35 12   -64 38 19   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2443                     ;LMC    ;Dor  ;05 35 13   -65 59 19   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 243
BSDL 2476                     ;LMC    ;Dor  ;05 35 32   -67 41 47   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 2469
BSDL 2681                     ;LMC    ;Dor  ;05 39 23   -66 59 19   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 257
BSDL 2714                     ;LMC    ;Dor  ;05 40 07   -66 58 10   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 257
BSDL 2776                     ;LMC    ;Dor  ;05 41 06   -67 33 25   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2798                     ;LMC    ;Dor  ;05 41 09   -69 30 10   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 2807                     ;LMC    ;Dor  ;05 41 18   -69 19 34   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 2812
BSDL 2821                     ;LMC    ;Dor  ;05 41 56   -66 27 26   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 284                      ;LMC    ;Dor  ;04 56 28   -69 22 58   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in LH 8
BSDL 2879                     ;LMC    ;Dor  ;05 42 55   -69 06 48   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 310
BSDL 2960                     ;LMC    ;Dor  ;05 45 32   -68 50 36   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3032                     ;LMC    ;Dor  ;05 48 32   -63 13 50   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3035                     ;LMC    ;Dor  ;05 47 48   -69 38 22   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3044                     ;LMC    ;Dor  ;05 48 41   -64 43 37   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3110                     ;LMC    ;Dor  ;05 50 29   -67 09 42   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3156                     ;LMC    ;Dor  ;05 52 51   -67 31 19   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3165                     ;LMC    ;Dor  ;05 53 47   -65 20 08   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3166                     ;LMC    ;Dor  ;05 54 06   -63 03 58   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;north of very br*
BSDL 319                      ;LMC    ;Dor  ;04 57 34   -66 55 03   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;mP, in Shapley VI
BSDL 3198                     ;LMC    ;Dor  ;06 00 20   -64 52 52   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 3232                     ;LMC    ;Dor  ;06 11 31   -66 22 17   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;mP, in KMHK 1680
BSDL 425                      ;LMC    ;Dor  ;05 01 00   -68 29 27   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 452                      ;LMC    ;Dor  ;05 01 56   -68 25 25   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 471                      ;LMC    ;Dor  ;05 02 41   -69 31 37   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 32                                                                                                       ;
BSDL 474                      ;LMC    ;Dor  ;05 03 07   -66 37 31   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 56, br* edge
BSDL 532                      ;LMC    ;Dor  ;05 04 34   -69 01 03   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 60                                                                                                       ;in LH 20
BSDL 535                      ;LMC    ;Dor  ;05 04 51   -66 37 41   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 55                       ;LMC    ;Dor  ;04 49 25   -69 27 55   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 56
BSDL 613                      ;LMC    ;Dor  ;05 06 06   -68 06 56   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in LH 25
BSDL 720                      ;LMC    ;Dor  ;05 08 57   -68 04 20   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 761                      ;LMC    ;Dor  ;05 10 02   -66 41 57   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 769                      ;LMC    ;Dor  ;05 10 28   -65 17 29   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 782                      ;LMC    ;Dor  ;05 10 22   -68 40 44   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 784                      ;LMC    ;Dor  ;05 10 26   -68 34 25   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 79                       ;LMC    ;Dor  ;04 50 35   -66 58 10   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 790                      ;LMC    ;Dor  ;05 10 36   -67 46 15   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 797                      ;LMC    ;Dor  ;05 11 00   -66 44 31   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 196                                                                                                      ;
BSDL 823                      ;LMC    ;Dor  ;05 11 16   -68 36 31   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 871                      ;LMC    ;Dor  ;05 12 17   -69 35 19   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 919                      ;LMC    ;Dor  ;05 13 19   -69 12 34   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 239                                                                                                      ;sup SNR 0513-69.2
BSDL 931                      ;LMC    ;Dor  ;05 13 52   -67 07 44   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 107
BSDL 952                      ;LMC    ;Dor  ;05 13 54   -69 31 54   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in SL 328
BSDL 972                      ;LMC    ;Dor  ;05 14 26   -68 23 14   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 978                      ;LMC    ;Dor  ;05 14 57   -64 52 50   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 985                      ;LMC    ;Dor  ;05 14 54   -66 03 34   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
HS 100                        ;LMC    ;Dor  ;05 03 25   -69 44 16   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;KMHK 485                                                                                                          ;in BSDL 505
HS 128                        ;LMC    ;Dor  ;05 08 44   -69 10 59   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 128, OGLE-LMC 141                                                                                              ;mP
HS 133A                       ;LMC    ;Dor  ;05 08 28   -69 33 14   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 133A                                                                                                           ;
HS 169                        ;LMC    ;Dor  ;05 12 09   -69 16 45   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 169, OGLE-LMC 212                                                                                              ;mQ
HS 178                        ;LMC    ;Dor  ;05 13 48   -66 37 12   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 178, KMHK 667                                                                                                  ;
HS 179                        ;LMC    ;Dor  ;05 13 36   -68 49 28   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 179, OGLE-LMC 244                                                                                              ;
HS 217                        ;LMC    ;Dor  ;05 18 40   -66 13 06   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;HS 217, KMHK 741                                                                                                  ;in SGshell-LMC 5
HS 219                        ;LMC    ;Dor  ;05 18 29   -69 37 00   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 219, OGLE-LMC 333                                                                                              ;in BSDL 1203
HS 221                        ;LMC    ;Dor  ;05 18 47   -68 37 21   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 221                                                                                                            ;
HS 226                        ;LMC    ;Dor  ;05 19 23   -67 42 48   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;HS 226, KMHK 766                                                                                                  ;
HS 236                        ;LMC    ;Dor  ;05 20 15   -66 23 45   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 236, BH53C2, KMHK 781                                                                                          ;mP, in SGshell-LMC 5
HS 259                        ;LMC    ;Dor  ;05 22 45   -69 50 43   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 259                                                                                                            ;mP, in BSDL 1469
HS 275                        ;LMC    ;Dor  ;05 24 20   -69 46 26   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 275, OGLE-LMC 431                                                                                              ;mP
HS 288                        ;LMC    ;Dor  ;05 26 00   -67 15 26   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 288, KMHK 885                                                                                                  ;mP, in DEML 200
HS 289                        ;LMC    ;Dor  ;05 26 08   -68 36 32   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;HS 289                                                                                                            ;in BSDL 1670
HS 317                        ;LMC    ;Dor  ;05 29 00.01-64 17 02.0 ;Op    ;OC    ;    42.0;  50350;       ;      ; 8.580;KMHK 947                                                                                                          ;
HS 326                        ;LMC    ;Dor  ;05 29 36   -67 07 42   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 326, KMHK 963                                                                                                  ;in Shapley III
HS 335                        ;LMC    ;Dor  ;05 30 57   -69 20 36   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;HS 335                                                                                                            ;mP, in BSDL 2069
HS 336                        ;LMC    ;Dor  ;05 30 56   -69 06 23   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;HS 336                                                                                                            ;mP, in BSDL 2141
HS 337                        ;LMC    ;Dor  ;05 31 39   -66 15 49   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;HS 337, KMHK 1010                                                                                                 ;in Shapley III
HS 346                        ;LMC    ;Dor  ;05 32 03   -69 22 10   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 346                                                                                                            ;sup DEML 224
HS 368                        ;LMC    ;Dor  ;05 37 14   -66 27 00   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 368, KMHK 1141                                                                                                 ;in DEML 256
HS 43                         ;LMC    ;Dor  ;04 51 40   -68 46 00   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 43, [H88] 6, H80F1-5, KMHK 167                                                                                 ;
HS 51                         ;LMC    ;Dor  ;04 52 44   -66 53 03   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 51, KMHK 190                                                                                                   ;in Shapley VI
HS 72                         ;LMC    ;Dor  ;04 56 54   -68 00 08   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 72, BRHT 45a, KMHK 326                                                                                         ;mP
HS 76                         ;LMC    ;Dor  ;04 58 10   -69 03 39   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 76, KMHK 370                                                                                                   ;
HS 98                         ;LMC    ;Dor  ;05 03 28   -66 12 35   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;HS 98, KMHK 478                                                                                                   ;mP
KMHK 1019                     ;LMC    ;Dor  ;05 31 50   -66 59 49   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;mT, in LH 77
KMHK 1029                     ;LMC    ;Dor  ;05 31 57   -67 52 43   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1063                     ;LMC    ;Dor  ;05 33 36   -65 22 01   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1083                     ;LMC    ;Dor  ;05 34 20   -66 19 33   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in LMC-N 61
KMHK 1161                     ;LMC    ;Dor  ;05 38 12   -66 34 57   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 264
KMHK 1167                     ;LMC    ;Dor  ;05 38 22   -68 24 22   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 268
KMHK 118                      ;LMC    ;Dor  ;04 49 20   -69 07 39   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;mP, in DEML 5
KMHK 1201                     ;LMC    ;Dor  ;05 40 02   -68 20 15   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 268
KMHK 1233                     ;LMC    ;Dor  ;05 41 41   -66 27 01   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1278                     ;LMC    ;Dor  ;05 43 00.29-63 24 05.3 ;Op    ;OC    ;    42.0;  43652;       ;      ; 9.140;                                                                                                                  ;
KMHK 1436                     ;LMC    ;Dor  ;05 50 47   -65 37 15   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1554                     ;LMC    ;Dor  ;05 57 23   -69 37 32   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1619                     ;LMC    ;Dor  ;06 03 43   -67 09 20   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1699                     ;LMC    ;Dor  ;06 14 41   -66 25 14   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;mP
KMHK 205                      ;LMC    ;Dor  ;04 52 59   -69 22 03   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 146
KMHK 251                      ;LMC    ;Dor  ;04 54 42   -69 03 34   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 329                      ;LMC    ;Dor  ;04 57 10   -66 41 48   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley VI
KMHK 393                      ;LMC    ;Dor  ;04 59 24   -68 22 05   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;mP
KMHK 451                      ;LMC    ;Dor  ;05 01 45   -67 34 01   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 20                                                                                                       ;
KMHK 496                      ;LMC    ;Dor  ;05 04 34   -65 53 11   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 751                      ;LMC    ;Dor  ;05 18 53   -66 58 04   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 798                      ;LMC    ;Dor  ;05 20 40   -67 36 26   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 852                      ;LMC    ;Dor  ;05 24 18   -66 01 22   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 154
KMHK 894                      ;LMC    ;Dor  ;05 26 14   -67 37 13   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in SL 471
KMHK 971                      ;LMC    ;Dor  ;05 29 55   -67 18 37   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;GKK-O247                                                                                                          ;in GKK-O235, in DEML 212, br*in
KMHK 977                      ;LMC    ;Dor  ;05 30 09   -66 56 15   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in LH 65
LW 148                        ;LMC    ;Dor  ;05 09 40   -64 10 20   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;KMHK 590                                                                                                          ;
LW 319                        ;LMC    ;Dor  ;05 51 00.05-64 11 01.5 ;Op    ;OC    ;    42.0;  44463;       ;      ; 9.041;KMHK 1439                                                                                                         ;
LW 321                        ;LMC    ;Dor  ;05 51 18   -66 35 29   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;KMHK 1452                                                                                                         ;in BSDL 3121
LW 335                        ;LMC    ;Dor  ;05 55 56   -66 57 04   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;U 5, KMHK 1532                                                                                                    ;
LW 46                         ;LMC    ;Dor  ;04 44 46   -69 38 30   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;KMHK 63                                                                                                           ;
LW 465                        ;LMC    ;Dor  ;06 20 19   -69 04 11   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
LW 63                         ;LMC    ;Dor  ;04 47 16   -67 05 23   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;KMHK 89                                                                                                           ;
M-OB 2                        ;LMC    ;Dor  ;05 38 08   -69 16 35   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;[KMK88] 93, [H88] 300                                                                                             ;in LMC-N 157
OGLE-LMC-CL-0910              ;LMC    ;Dor  ;05 31 59.53-64 06 51.6 ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
OHSC 34                       ;LMC    ;Dor  ;06 24 28   -66 30 22   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;KMHK 1751                                                                                                         ;
Piatti 1                      ;LMC    ;Dor  ;05 24 23.94-69 36 34.82;Op    ;OC    ;    42.0;  49500;       ;      ; 8.10 ;                                                                                                                  ;From 2017A&A...606A..21P
SL 147                        ;LMC    ;Dor  ;04 58 59   -66 47 43   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;KMHK 380                                                                                                          ;in Shapley VI
SL 222                        ;LMC    ;Dor  ;05 05 26   -66 29 35   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;SL 222e, BRHT 27a, KMHK 522                                                                                       ;mP
SL 231                        ;LMC    ;Dor  ;05 06 22   -69 28 05   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 102                                                                                                      ;
SL 384                        ;LMC    ;Dor  ;05 19 44   -65 47 03   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;LW 185, KMHK 768                                                                                                  ;in DEML 135
SL 42                         ;LMC    ;Dor  ;04 48 08   -66 46 07   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;KMHK 102                                                                                                          ;
SL 482                        ;LMC    ;Dor  ;05 27 18   -66 22 07   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;KMHK 915                                                                                                          ;in Shapley III
SL 49                         ;LMC    ;Dor  ;04 50 10   -68 59 55   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in KMHK 136
SL 512                        ;LMC    ;Dor  ;05 29 54   -66 04 28   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;KMHK 966                                                                                                          ;in DEML 220
SL 521                        ;LMC    ;Dor  ;05 30 26   -65 54 40   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;LW 227                                                                                                            ;in ESO 86-2
SL 525                        ;LMC    ;Dor  ;05 30 00.22-64 01 00.4 ;Op    ;OC    ;    42.0;  43053;       ;      ; 9.100;LW 225, KMHK 973                                                                                                  ;
SL 540                        ;LMC    ;Dor  ;05 31 00.34-63 53 01.4 ;Op    ;OC    ;    42.0;  48529;       ;      ; 8.929;LW 232, KMHK 1003                                                                                                 ;
[H88] 155                     ;LMC    ;Dor  ;05 08 37   -69 05 40   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
[H88] 166                     ;LMC    ;Dor  ;05 09 33   -64 55 12   ;Op    ;OB    ;    42.0;  49500;       ;      ;      ;H802-22                                                                                                           ;
[H88] 18                      ;LMC    ;Dor  ;04 54 18   -69 18 39   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;H80F1-17, KMHK 242                                                                                                ;in Shapley VII
[H88] 188                     ;LMC    ;Dor  ;05 10 53   -67 28 16   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;KMHK 622, OGLE-LMC 191                                                                                            ;
[H88] 204                     ;LMC    ;Dor  ;05 12 18   -69 17 03   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 219                                                                                                      ;mQ
[H88] 240                     ;LMC    ;Dor  ;05 16 04   -69 06 09   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 282                                                                                                      ;
[H88] 268                     ;LMC    ;Dor  ;05 18 25   -69 29 05   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 331                                                                                                      ;mP
[H88] 269                     ;LMC    ;Dor  ;05 18 41   -69 04 46   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;OGLE-LMC 337                                                                                                      ;
[H88] 294                     ;LMC    ;Dor  ;05 22 42   -69 25 31   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
[H88] 310                     ;LMC    ;Dor  ;05 41 20   -68 47 03   ;Op    ;OB/OC ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
[H88] 327                     ;LMC    ;Dor  ;05 43 38   -69 15 51   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;KMHK 1295                                                                                                         ;in BSDL 2903
[H88] 389                     ;LMC    ;Dor  ;06 02 28   -68 52 28   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;H80F5-22, KMHK 1605                                                                                               ;
[H88] 43                      ;LMC    ;Dor  ;04 56 45   -69 26 21   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;H80F1-32                                                                                                          ;in LH 8
[H88] 83                      ;LMC    ;Dor  ;05 00 28   -66 11 02   ;Op    ;OC/OB ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in LMC-N 10
[H88] 94                      ;LMC    ;Dor  ;05 01 49   -65 45 05   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 43
[KMK88] 10                    ;LMC    ;Dor  ;05 05 14   -69 22 12   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;[H88] 120, OGLE-LMC 74                                                                                            ;
[KMK88] 14                    ;LMC    ;Dor  ;05 05 55   -68 57 05   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;[H88] 126, OGLE-LMC 89                                                                                            ;mP
[KMK88] 26                    ;LMC    ;Dor  ;05 08 13   -69 00 40   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;[H88] 149, OGLE-LMC 138                                                                                           ;
[KMK88] 46                    ;LMC    ;Dor  ;05 19 45   -69 40 04   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
